# SETTINGS: {"k_form": 1, "field_class": {"__class__": "SigmaNonconvex", "__params__": {"k": 0.04, "mu": "[0.0, 0.0]", "dev": 10, "a": "[1, 0]", "b": "[0, 1]", "Qa": "[[-0.16431676725154984, -0.0], [-0.0, -0.9]]", "Qb": "[[-0.5661895003862224, 0.33381049961377746], [0.33381049961377746, -0.5661895003862224]]"}}}
time,p,speed,theta,p_dot,speed_dot,theta_dot,u,status,sigma,sigma_grad,mu_centralized,pc_centralized,scalar_field_mu
0.0,"[[-101.32972333095552, -50.171007100668895], [-103.45389995740986, -51.83422943625186], [-115.4388632334414, -50.67416341177134], [-116.29661900276285, -49.82275226848341], [-116.73521657083583, -49.5178931234308], [-108.41835622935808, -50.154865850709044], [-101.63682667125538, -49.93692216167594], [-112.06538443090008, -51.1749738066152], [-114.70248137973573, -50.713602133257176], [-115.54130348039321, -49.75316921737883], [-118.40286642494323, -48.986383934734896], [-115.57198979106221, -51.91337823233589], [-108.90224828436924, -48.819190641516485], [-105.51327930149971, -50.51348783970807], [-101.95556390205958, -49.492497493506505], [-104.8495616898285, -48.0030231841377], [-117.9094764688497, -49.34773460023489], [-106.27673577500877, -51.62833299580114], [-118.68789140251795, -49.54019005679895], [-118.92565356186282, -50.731127915069315], [-106.44205641699394, -50.979031136558746], [-101.36616628926055, -51.82443468912039], [-104.76288671650838, -51.561206455768215], [-107.35902761890523, -48.077158287391015], [-101.86725185910308, -48.52060069406355], [-106.26124951416067, -48.002398736262194], [-111.39927702294663, -49.78285847329645], [-105.14002470501742, -48.96704484564542], [-117.24605322821928, -49.635100426958005], [-115.48073805471543, -49.118988594127934], [-102.24070093580062, -48.482648155690846], [-116.58263079262316, -48.832860669068026], [-103.78396983947673, -48.462050149702804], [-112.39962632481308, -50.24462196191951], [-104.24070739397598, -51.24191906568681], [-111.04579776935154, -51.03229918048509], [-111.1559949203139, -51.32805147141607], [-118.4827832187893, -48.1547719063706], [-118.90845128248472, -49.91582942964219], [-104.47268546593118, -48.82819479831017]]","[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[1.0575099722105912, 0.33781526293086517, 1.9699330276512086, 0.8593341646700609, 2.5782855022901225, 0.7323092102405574, 2.6790133307452932, 2.740933040634294, 3.000544406958586, 0.037690417246312044, 2.0858243804892176, 1.891109794055287, 0.6634578129911098, 2.3003750905735134, 1.4678877617986124, 0.9355044726851074, 2.428267309863051, 1.4733027157518006, 1.691371125530345, 0.7956944354369637, 2.122141461810064, 2.9204537963237827, 2.907730569666741, 1.4406982940158417, 1.7883427617670535, 1.956794215785576, 0.3488350840339014, 0.014223200394041643, 0.7566809177611798, 0.8933465003264043, 0.3677340769771951, 2.3382016811954305, 2.3320167187605847, 2.6168597232504474, 2.827555734117205, 0.1686853609118948, 1.464496342743198, 1.1106200991831623, 1.329356488370935, 1.426055428104151]","[[-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0], [-0.0, -0.0]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.0462871008699242, -0.3265923915901982, -1.9587101563105416, -0.8481112933293938, -2.5670626309494557, -0.7210863388998904, -2.6677904594046264, -2.7297101692936274, -2.9893215356179192, -0.026467545905645085, -2.074601509148551, -1.87988692271462, -0.6522349416504429, -2.289152219232846, -1.4566648904579453, -0.9242816013444405, -2.4170444385223844, -1.4620798444111336, -1.680148254189678, -0.7844715640962968, -2.1109185904693972, -2.909230924983116, -2.896507698326074, -1.4294754226751747, -1.7771198904263865, -1.9455713444449092, -0.3376122126932345, -0.0030003290533746852, -0.7454580464205128, -0.8821236289857374, -0.35651120563652816, -2.3269788098547637, -2.320793847419918, -2.60563685190978, -2.8163328627765383, -0.15746248957122783, -1.453273471402531, -1.0993972278424953, -1.318133617030268, -1.414832556763484]","[true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]","[[1.5477196836682214], [1.5371480278508427], [1.4957143352089082], [1.4939215833872312], [1.4927859224789048], [1.5221707328180307], [1.5470321736673283], [1.5072115531913814], [1.498346275987128], [1.4968074617863025], [1.4874549059660143], [1.493215885588209], [1.5226236192473175], [1.5320741159082798], [1.5466666688851267], [1.5387370238769902], [1.4887217031583142], [1.5273863423908893], [1.4855520085149183], [1.4828236909578887], [1.5279191087976427], [1.544616703002336], [1.5329441927246754], [1.5294705286974222], [1.548669776008055], [1.5335978828050487], [1.5119322683232177], [1.5360655860854964], [1.4907216055320842], [1.498028273271542], [1.5473857607183383], [1.4944126887090032], [1.541835266300799], [1.5075254640645253], [1.5353821467480024], [1.5111570434280022], [1.510261717656017], [1.488421236146375], [1.484158011572564], [1.538719441281554]]","[0.03643228100251934, 0.01651249298038908]","[0.001690872276996208, 1.8977238770632584e-05]","[-110.08130050646102, -49.893024863289256]","[-0.8189110810653084, 3.813385729548756]"
0.09999999999999999,"[[-100.69345821580943, -49.15416521331212], [-102.31619840219403, -51.45276052218436], [-115.82920988447647, -49.54060332693753], [-115.48009436155895, -48.94383270415744], [-117.70337946657034, -48.810793709468605], [-107.50128730903891, -49.38129289878558], [-102.67118638940967, -49.330762985087404], [-113.13527110976064, -50.63398261602199], [-115.87539108076565, -50.465384875330585], [-114.34210499743955, -49.709325645101366], [-118.92167061564705, -47.90556425245164], [-115.87186606225625, -50.75260125294773], [-107.93624041013686, -48.10759882144224], [-106.25030408309567, -49.56790683037247], [-101.75657768644405, -48.3100931475319], [-104.09919759617821, -47.06706491481299], [-118.76108497135026, -48.50387920244951], [-106.08387545087206, -50.44492134373615], [-118.75149219548705, -48.34299169686171], [-118.05715572399447, -49.90345802453216], [-106.99976210036546, -49.917761451399585], [-102.51545755729157, -51.48317444366196], [-105.90774314756645, -51.205351532846336], [-107.12936511496044, -46.90029099404238], [-102.04646627201716, -47.33518466240776], [-106.63666926903986, -46.86380794868784], [-110.26566121491382, -49.38942417803954], [-103.94014408646753, -48.95011870206845], [-116.34727103109843, -48.84037914777233], [-114.69324190521414, -48.21400383301475], [-101.11438513107068, -48.06879590552427], [-117.35488792732653, -47.91582855850565], [-104.55054043036341, -47.54025922813199], [-113.39433805620513, -49.57538542276931], [-105.35338617069783, -50.795516877368364], [-109.86148201487113, -50.838988112685215], [-110.95317469216315, -50.146294172207476], [-117.89897955456148, -47.10698894010333], [-118.55499204077918, -48.76989613028451], [-104.22656455936756, -47.65463968456635]]","[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[0.9575229449239732, 0.30664395037271636, 1.8199330276512096, 0.7782962968839229, 2.4282855022901213, 0.6634172050190698, 2.529013330745292, 2.590933040634293, 2.850544406958585, 0.035216419670822875, 1.9358243804892175, 1.741109794055288, 0.601149235507359, 2.150375090573512, 1.3286612618091145, 0.8471833581006304, 2.27826730986305, 1.3335584491013757, 1.541371125530346, 0.7207416665070961, 1.9721414618100632, 2.7704537963237814, 2.7577305696667396, 1.304071594517347, 1.6383427617670545, 1.806794215785577, 0.316610079048106, 0.013993089399284996, 0.6854585404380781, 0.8090564435807027, 0.33370198950173874, 2.1882016811954292, 2.1820167187605835, 2.466859723250446, 2.677555734117204, 0.15368589863876406, 1.325594123206554, 1.0055547917594083, 1.2033760612929794, 1.2908288490600566]","[[6.812581874421975, 9.878700734625845], [11.429411049915448, 3.656304562269213], [-3.132912085498238, 11.58381896718604], [8.479904808841074, 8.490654535016372], [-9.191179847043237, 7.715064032093722], [9.405918782271057, 7.451757635707201], [-9.920400151343426, 6.751715399602189], [-10.319185732769753, 6.1249004736894435], [-11.545680249024333, 3.2706677586219923], [11.992462334208682, 0.4252612874293086], [-4.451358260889998, 11.143850754259336], [-2.2110557138300146, 11.794542493472973], [9.85570366953339, 6.845809315073423], [-6.721918303636096, 9.940614383389088], [2.722181117177772, 11.687160902686365], [7.869056540047341, 9.059688138646838], [-7.934884275454891, 9.0020892872232], [2.664335708722027, 11.70048354689791], [0.17309641185975977, 11.998751503060694], [8.958913286523384, 7.9836002357679945], [-4.853046243078765, 10.974877774378133], [-11.247000300361538, 4.1838958213210145], [-11.192858759010868, 4.326651453587831], [3.0115978786910844, 11.615949303309797], [-0.9894326742563577, 11.959139725879696], [-2.980448435428414, 11.62398069181777], [11.392025271478389, 3.7711749116154474], [11.99882264877571, 0.1680923651658566], [9.237695652898784, 7.659306693455674], [8.212042443535607, 8.749991937457414], [11.325223106081364, 3.9672813862241725], [-7.093039731307073, 9.679296842751507], [-7.0330383583336005, 9.722981613178554], [-9.48187137877731, 7.354870165837306], [-10.810387098369045, 5.2091775534546825], [11.855930802621437, 1.8538891022529416], [2.7583762196515598, 11.678671184294075], [6.325468293616115, 10.197472768605818], [4.1754860916847285, 11.250125150332657], [3.1667046833983434, 11.574626622407438]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.9545670427645376, -0.29711351291478316, -1.5, -0.7735300245422646, -1.5, -0.6574905378100896, -1.5, -1.5, -1.5, -0.022944289983577622, -1.5, -1.5, -0.5945935989093717, -1.5, -1.3294542315374076, -0.8431129146601508, -1.5, -1.3344008853679745, -1.5, -0.7153940342626416, -1.5, -1.5, -1.5, -1.3046161837679455, -1.5, -1.5, -0.30718030955659087, -0.0015065826385898611, -0.679754512980805, -0.8046008797915372, -0.32444486557036123, -1.5, -1.5, -1.5, -1.5, -0.14261043035523538, -1.3263561117368414, -1.0030840597700275, -1.2029035239453516, -1.291239673205026]","[-0.9545670427645376, -0.29711351291478316, -1.8224314550641285, -0.7735300245422646, -2.4307839297030402, -0.6574905378100896, -2.531511758158211, -2.593431468047212, -2.8530428343715037, -0.022944289983577622, -1.9383228079021364, -1.743608221468207, -0.5945935989093717, -2.152873517986431, -1.3294542315374076, -0.8431129146601508, -2.280765737275969, -1.3344008853679745, -1.5438695529432649, -0.7153940342626416, -1.9746398892229822, -2.7729522237367004, -2.7602289970796585, -1.3046161837679455, -1.6408411891799735, -1.8092926431984957, -0.30718030955659087, -0.0015065826385898611, -0.679754512980805, -0.8046008797915372, -0.32444486557036123, -2.190700108608348, -2.184515146173503, -2.4693581506633655, -2.6800541615301228, -0.14261043035523538, -1.3263561117368414, -1.0030840597700275, -1.2029035239453516, -1.291239673205026]","[true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]","[[1.5513798913182268], [1.5414255787706737], [1.4960172800829243], [1.4978595915693802], [1.4905298685136859], [1.5263311574100245], [1.5446109065569136], [1.5044799507715447], [1.4948201170339832], [1.5008327560727477], [1.4871661318779985], [1.4938936337898567], [1.5268412542206806], [1.5311001898576462], [1.54913216560586], [1.5425832981118222], [1.4870209108827654], [1.5298349127271031], [1.4869543745063227], [1.4868609077133113], [1.5277065703849235], [1.5414597271147135], [1.5297800475492283], [1.5319196478434958], [1.549872590744064], [1.5340017423836994], [1.51623652438936], [1.5400036552564982], [1.4948099479342534], [1.5019009084506272], [1.5516883346876926], [1.493076123745736], [1.5406884342172666], [1.5051982579995973], [1.5324609320783507], [1.5153211778124558], [1.5126708537825957], [1.491767376774943], [1.486896857940535], [1.5412750081970272]]","[0.0365194839642899, 0.01631872373042493]","[0.001568066423168108, 1.9604317536375816e-05]","[-110.05271726749004, -49.17703356999382]","[-0.8189110810653084, 3.813385729548756]"
0.20000000000000004,"[[-99.96303172654152, -48.20258821293986], [-101.16764592052265, -51.10529454237732], [-116.04577626126498, -48.361439225403124], [-114.59798715983673, -48.13066326839881], [-118.55500332070773, -47.96695380464845], [-106.53529356935297, -48.669680581621186], [-103.6033480675716, -48.57683753806424], [-114.11229940128008, -49.939184306097935], [-116.99803714670239, -50.044677394366104], [-113.14280851678981, -49.66824755461955], [-119.27313351966586, -46.75935188076768], [-115.99491070215409, -49.560045597854376], [-106.9295848900382, -47.45470890783691], [-106.83774701072228, -48.522804069547384], [-101.40242430766082, -47.164371715007846], [-103.27256138847311, -46.19763440671367], [-119.4770266536244, -47.5422366069468], [-105.73509258964913, -49.2975597678897], [-118.63651015028888, -47.14958170559381], [-117.13162587434923, -49.14001509104932], [-107.39261119028275, -48.78506618503096], [-103.6008462294763, -50.97399824214054], [-106.98656577987278, -50.68240727011233], [-106.74836446707538, -45.76318459492246], [-102.04652194228099, -46.136298107806546], [-106.83772458380348, -45.68190028126706], [-109.12047457299602, -49.03102993103863], [-102.74026076502308, -48.93338508897931], [-115.3964988282273, -48.108575733588474], [-113.83544557476624, -47.375260464618805], [-99.97521300177092, -47.69173618054425], [-117.98143388083021, -46.89368906604346], [-105.17075254597785, -46.514264147467465], [-114.27787078849558, -48.765015825070755], [-106.38686125479921, -50.1878506659954], [-108.67452397393214, -50.662610975336], [-110.59566164884616, -49.0016127868772], [-117.21303533614451, -46.122915685685285], [-118.06639468621964, -47.674579318300275], [-103.83119118490366, -46.522434035774936]]","[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[0.8672050021857886, 0.2785617065138787, 1.6699330276512105, 0.7051156343344552, 2.27828550229012, 0.6012210428585922, 2.3790133307452908, 2.4409330406342917, 2.7005444069585836, 0.03308751308318422, 1.7858243804892184, 1.591109794055289, 0.5449070073850065, 2.000375090573511, 1.2028558433256482, 0.7674158576988798, 2.1282673098630487, 1.20728477173073, 1.3956145911667721, 0.653064258287896, 1.8221414618100642, 2.62045379632378, 2.6077305696667383, 1.180617388996543, 1.488438132431289, 1.656794215785578, 0.28757489464513225, 0.013893513613613627, 0.6211548315208003, 0.7329345596316643, 0.3030325120870534, 2.038201681195428, 2.032016718760582, 2.316859723250445, 2.5275557341172026, 0.14022918629742276, 1.200081978151925, 0.9106441434933246, 1.0895501537149712, 1.1686408873810656]","[[7.68427298461995, 9.21693814115295], [11.528526364259315, 3.3306275487628305], [-1.3666685864884198, 11.921921698061338], [9.083834182496645, 7.841170610623489], [-7.935048043994637, 9.001944930930032], [9.855233257604493, 6.846486503178572], [-8.800041010890913, 8.158386985589615], [-9.288018712038154, 7.59820428817422], [-10.927272223542573, 4.959306579814857], [11.993350617965252, 0.39942578103135207], [-2.736058060618696, 11.683919988125709], [-0.4236735379352512, 11.992518531703565], [10.228531238419043, 6.275121409557411], [-5.1609315577903985, 10.833502917145644], [4.18144012416535, 11.247913517093739], [8.572738086667014, 8.396913819815513], [-6.500528666896043, 10.086779815722299], [4.131079051430485, 11.266507261384612], [1.9262074962358806, 11.844396340947254], [9.483358065097512, 7.352953135247768], [-3.158486526313383, 11.576871894561883], [-10.495475032533156, 5.817645902035734], [-10.420608307244692, 5.950707731604949], [4.433026803125271, 11.151155696284262], [0.8088290947566817, 11.972710448995043], [-1.2099152457369322, 11.93884856668068], [11.49772620320246, 3.435446427495494], [11.998840132623494, 0.16683965878599433], [9.715389901798513, 7.043521779339611], [8.859940787418433, 8.09329656218276], [11.44268668075787, 3.6145430590887173], [-5.566936497129268, 10.630579383877913], [-5.501080704386488, 10.664807128299445], [-8.27630212187602, 8.689236053153953], [-9.910548338848576, 6.766168163986595], [11.880040505288957, 1.6925240301672773], [4.212939018702653, 11.236153471036818], [7.272586692031844, 9.545128747527784], [5.438601266508654, 10.696804021011625], [4.567599974935193, 11.096712597385409]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.8629547212074477, -0.2683655336600639, -1.5, -0.6992280870141815, -1.5, -0.5942840552203805, -1.5, -1.5, -1.5, -0.020411802921988676, -1.5, -1.5, -0.5374011911056474, -1.5, -1.2019959748840734, -0.7621576055641054, -1.5, -1.2064696399397117, -1.3967017807841986, -0.6466509394924046, -1.5, -1.5, -1.5, -1.1795328897031592, -1.49046293357664, -1.5, -0.27746976409567353, -0.0010239246698971645, -0.6144191952832171, -0.727328011556817, -0.2930835190875131, -1.5, -1.5, -1.5, -1.5, -0.12863571525960335, -1.1991940908702117, -0.9068326417201102, -1.0875457833581372, -1.1674354133238891]","[-0.8629547212074477, -0.2683655336600639, -1.672053199460795, -0.6992280870141815, -2.280405674099705, -0.5942840552203805, -2.381133502554875, -2.443053212443876, -2.702664578768168, -0.020411802921988676, -1.787944552298803, -1.5932299658648734, -0.5374011911056474, -2.002495262383096, -1.2019959748840734, -0.7621576055641054, -2.130387481672633, -1.2064696399397117, -1.3967017807841986, -0.6466509394924046, -1.8242616336196487, -2.622573968133365, -2.6098507414763232, -1.1795328897031592, -1.49046293357664, -1.6589143875951624, -0.27746976409567353, -0.0010239246698971645, -0.6144191952832171, -0.727328011556817, -0.2930835190875131, -2.040321853005013, -2.0341368905701667, -2.3189798950600298, -2.5296759059267875, -0.12863571525960335, -1.1991940908702117, -0.9068326417201102, -1.0875457833581372, -1.1674354133238891]","[true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]","[[1.5556513064297908], [1.5461561741239123], [1.4969878777520411], [1.5023633196019721], [1.4885948299947014], [1.5310235159257481], [1.5424750205804085], [1.5019727746743092], [1.49131669291608], [1.5052955575338465], [1.4874857012092124], [1.495271384694176], [1.5315774513460285], [1.5306469662373914], [1.5523209329255818], [1.547011299319471], [1.4857378684865412], [1.533009330614289], [1.4891033993768796], [1.4914488695022938], [1.528107103204678], [1.5384256088941848], [1.5267376087454578], [1.5350842244739211], [1.5518078387424106], [1.535078977863804], [1.5210044529064994], [1.544370846969621], [1.4994402986010975], [1.5063478419762337], [1.5564527228426126], [1.49221287210519], [1.5400377647252383], [1.5031775919489223], [1.5297200229948738], [1.5199266252671255], [1.5158032915492574], [1.4957447118508629], [1.4903241013995252], [1.544542820629458]]","[0.03661354664827898, 0.016106568718149743]","[0.0014342346656630014, 1.847371762462185e-05]","[-109.925532306662, -48.35705092939048]","[-0.8189110810653084, 3.813385729548756]"
